   0.00000000      -3.78988004    
   5.00000119E-02  -3.92926002    
   9.99999940E-02  -4.25584984    
  0.150000006      -4.64159012    
  0.199999988      -5.01878977    
  0.250000000      -5.35842991    
  0.300000012      -5.64522982    
  0.350000024      -5.87284994    
  0.400000036      -6.03832006    
  0.450000048      -6.13777018    
  0.500000060      -6.17103004    
  0.558972776      -6.14025021    
  0.617804050      -6.04794979    
  0.676776767      -5.89384985    
  0.735749483      -5.67960978    
  0.794580758      -5.40556002    
  0.853553474      -5.07297993    
  0.912526190      -4.68273020    
  0.971357465      -4.23797989    
   1.03033018      -3.74014997    
   1.08930290      -3.19332004    
   1.14813411      -2.60043001    
   1.20710683      -1.96598995    
   1.27912188      -1.97793996    
   1.35113692      -2.02266002    
   1.42323363      -2.12284994    
   1.49524868      -2.31102991    
   1.56734538      -2.60191011    
   1.63936043      -2.98260999    
   1.71145713      -3.41736007    
   1.78347218      -3.86913991    
   1.85548711      -4.31017017    
   1.92750204      -4.72261000    
   1.99959874      -5.09330988    
   2.07161379      -5.41532993    
   2.14371037      -5.68393993    
   2.21572542      -5.89574003    
   2.28782201      -6.04842997    
   2.35983706      -6.14039993    
   2.43185210      -6.17103004    
  
   0.00000000      -1.16033006    
   5.00000119E-02 -0.959439993    
   9.99999940E-02 -0.445800006    
  0.150000006      0.247350007    
  0.199999988       1.05176997    
  0.250000000       1.93086004    
  0.300000012       2.86058998    
  0.350000024       3.81432009    
  0.400000036       4.74626017    
  0.450000048       5.54780006    
  0.500000060       5.91513014    
  0.558972776       5.71287012    
  0.617804050       5.21204996    
  0.676776767       4.56872988    
  0.735749483       3.86207008    
  0.794580758       3.12645006    
  0.853553474       2.37639999    
  0.912526190       1.62311995    
  0.971357465      0.872219980    
   1.03033018      0.131620005    
   1.08930290     -0.593339980    
   1.14813411      -1.29475999    
   1.20710683      -1.96598995    
   1.27912188      -1.93276000    
   1.35113692      -1.83297002    
   1.42323363      -1.66817999    
   1.49524868      -1.43887997    
   1.56734538      -1.14416003    
   1.63936043     -0.785179973    
   1.71145713     -0.362809986    
   1.78347218      0.121830001    
   1.85548711      0.667689979    
   1.92750204       1.26972997    
   1.99959874       1.92876995    
   2.07161379       2.63843012    
   2.14371037       3.39106989    
   2.21572542       4.17098999    
   2.28782201       4.94316006    
   2.35983706       5.61091995    
   2.43185210       5.91513014    
  
   0.00000000       4.69392014    
   5.00000119E-02   4.71016979    
   9.99999940E-02   4.76450014    
  0.150000006       4.85454988    
  0.199999988       4.97948980    
  0.250000000       5.13613987    
  0.300000012       5.31979990    
  0.350000024       5.51837015    
  0.400000036       5.70917988    
  0.450000048       5.85774994    
  0.500000060       5.91513014    
  0.558972776       5.78439999    
  0.617804050       5.46951008    
  0.676776767       5.08416986    
  0.735749483       4.68976021    
  0.794580758       4.31687021    
  0.853553474       3.97973990    
  0.912526190       3.68844008    
  0.971357465       3.44461989    
   1.03033018       3.25435996    
   1.08930290       3.11587000    
   1.14813411       3.03203011    
   1.20710683       3.00344992    
   1.27912188       2.80275989    
   1.35113692       2.35979009    
   1.42323363       1.90191996    
   1.49524868       1.56000996    
   1.56734538       1.39628005    
   1.63936043       1.41393995    
   1.71145713       1.58714998    
   1.78347218       1.88238001    
   1.85548711       2.27167010    
   1.92750204       2.73356009    
   1.99959874       3.25191998    
   2.07161379       3.80785990    
   2.14371037       4.37877989    
   2.21572542       4.93416977    
   2.28782201       5.42433023    
   2.35983706       5.78057003    
   2.43185210       5.91513014    
  
   0.00000000       4.69392014    
   5.00000119E-02   4.71016979    
   9.99999940E-02   4.76450014    
  0.150000006       4.85454988    
  0.199999988       4.97948980    
  0.250000000       5.13613987    
  0.300000012       5.31979990    
  0.350000024       5.51837015    
  0.400000036       5.70917988    
  0.450000048       5.85774994    
  0.500000060       5.91513014    
  0.558972776       5.78439999    
  0.617804050       5.46951008    
  0.676776767       5.08416986    
  0.735749483       4.68976021    
  0.794580758       4.31687021    
  0.853553474       3.97973990    
  0.912526190       3.68844008    
  0.971357465       3.44461989    
   1.03033018       3.25435996    
   1.08930290       3.11587000    
   1.14813411       3.03203011    
   1.20710683       3.00344992    
   1.27912188       3.02895999    
   1.35113692       3.10282993    
   1.42323363       3.22511005    
   1.49524868       3.39046001    
   1.56734538       3.59874010    
   1.63936043       3.84335995    
   1.71145713       4.11690998    
   1.78347218       4.40937996    
   1.85548711       4.70662022    
   1.92750204       4.99524021    
   1.99959874       5.25837994    
   2.07161379       5.48116016    
   2.14371037       5.65490007    
   2.21572542       5.77860022    
   2.28782201       5.85806990    
   2.35983706       5.90135002    
   2.43185210       5.91513014    
  
   0.00000000       7.38387012    
   5.00000119E-02   7.40284014    
   9.99999940E-02   7.46438980    
  0.150000006       7.56447983    
  0.199999988       7.69970989    
  0.250000000       7.87015009    
  0.300000012       8.06501007    
  0.350000024       8.26478004    
  0.400000036       8.43433952    
  0.450000048       8.50039959    
  0.500000060       8.44522953    
  0.558972776       8.36643982    
  0.617804050       8.15190983    
  0.676776767       7.86174011    
  0.735749483       7.54296017    
  0.794580758       7.23170996    
  0.853553474       6.94762993    
  0.912526190       6.71326017    
  0.971357465       6.53192997    
   1.03033018       6.41794014    
   1.08930290       6.37213993    
   1.14813411       6.40105009    
   1.20710683       6.50927019    
   1.27912188       6.53800011    
   1.35113692       6.62390995    
   1.42323363       6.76729012    
   1.49524868       6.95893002    
   1.56734538       7.20108986    
   1.63936043       7.48542976    
   1.71145713       7.80139017    
   1.78347218       8.13187027    
   1.85548711       8.44797993    
   1.92750204       8.71022987    
   1.99959874       8.87465954    
   2.07161379       8.92658997    
   2.14371037       8.89266968    
   2.21572542       8.72706985    
   2.28782201       8.57017994    
   2.35983706       8.47634029    
   2.43185210       8.44522953    
  
   0.00000000       9.23577976    
   5.00000119E-02   9.25269985    
   9.99999940E-02   9.30897999    
  0.150000006       9.38018990    
  0.199999988       9.42848969    
  0.250000000       9.40040970    
  0.300000012       9.25621033    
  0.350000024       9.01259041    
  0.400000036       8.74291992    
  0.450000048       8.52818966    
  0.500000060       8.44522953    
  0.558972776       8.61211967    
  0.617804050       9.03528976    
