#
# MD1: a minimal molecular dynamics program
#
# Lab2 Tarefa 3: Dens = 0.9, Temp = 1.1 Passo = 20000
#  Input sample: coordenadas.cry
#                                (only positions read from file)
# Output sample: coordenadasT1.1_20000.md1
# Number of steps:   20000, time step: 0.0025, total time:     50.0000
# Number of atoms:  1372
# Box size:   11.508990   11.508990   11.508990, Volume:       1524.444
# Density:    0.900000 (changed)
# Constant T run with T =    1.100000
#
#  Step   Temperature     Kinetic      Potential   Total Energy    Pressure
# -----  ------------  ------------  ------------  ------------  ------------
      1      0.014747      0.022120     18.326565     18.348685    135.027849
      2      1.661442      2.492163     18.151587     20.643750    135.725142
      3      1.617422      2.426132     17.211577     19.637710    131.430459
      4      1.551766      2.327650     16.400525     18.728175    127.639093
      5      1.500966      2.251449     15.694262     17.945711    124.292004
      6      1.462966      2.194449     15.064743     17.259192    121.274656
      7      1.434983      2.152475     14.490638     16.643113    118.499040
      8      1.414415      2.121623     13.956515     16.078138    115.907150
      9      1.398990      2.098484     13.451947     15.550432    113.447287
     10      1.386893      2.080339     12.970105     15.050444    111.090838
     11      1.376932      2.065399     12.506839     14.572237    108.845247
     12      1.368282      2.052423     12.059272     14.111696    106.681892
     13      1.360294      2.040442     11.626331     13.666773    104.556545
     14      1.352703      2.029054     11.207076     13.236131    102.490043
     15      1.345500      2.018250     10.800775     12.819025    100.492397
     16      1.338658      2.007987     10.406745     12.414732     98.550672
     17      1.332181      1.998272     10.024303     12.022575     96.689540
     18      1.326022      1.989033      9.652789     11.641822     94.852256
     19      1.320139      1.980209      9.291705     11.271914     93.062306
     20      1.314570      1.971856      8.940454     10.912310     91.323786
     21      1.309284      1.963926      8.598523     10.562450     89.626724
     22      1.304246      1.956370      8.265446     10.221815     87.972332
     23      1.299457      1.949186      7.940754      9.889940     86.362765
     24      1.294877      1.942315      7.624048      9.566363     84.783897
     25      1.290497      1.935746      7.314957      9.250703     83.252377
     26      1.286339      1.929509      7.013067      8.942576     81.767567
     27      1.282322      1.923484      6.718139      8.641622     80.293357
     28      1.278409      1.917614      6.429962      8.347576     78.847076
     29      1.274635      1.911953      6.148282      8.060235     77.432899
     30      1.270994      1.906490      5.872851      7.779341     76.045772
     31      1.267485      1.901228      5.603441      7.504670     74.692890
     32      1.264098      1.896146      5.339806      7.235952     73.364837
     33      1.260804      1.891206      5.081787      6.972993     72.059164
     34      1.257607      1.886410      4.829210      6.715620     70.779624
     35      1.254515      1.881773      4.581876      6.463649     69.531614
     36      1.251514      1.877271      4.339630      6.216902     68.304073
     37      1.248586      1.872878      4.102336      5.975214     67.097482
     38      1.245739      1.868609      3.869839      5.738448     65.919900
     39      1.242967      1.864451      3.642007      5.506458     64.762328
     40      1.240246      1.860368      3.418746      5.279115     63.618458
     41      1.237574      1.856361      3.199966      5.056327     62.494681
     42      1.234955      1.852432      2.985567      4.837999     61.388291
     43      1.232394      1.848591      2.775449      4.624040     60.306555
     44      1.229882      1.844824      2.569517      4.414341     59.239787
     45      1.227409      1.841114      2.367702      4.208816     58.192113
     46      1.224981      1.837471      2.169926      4.007397     57.164053
     47      1.222610      1.833915      1.976080      3.809994     56.150076
     48      1.220284      1.830426      1.786091      3.616517     55.155738
     49      1.217984      1.826976      1.599896      3.426873     54.179056
     50      1.215715      1.823572      1.417447      3.241019     53.221705
     51      1.213474      1.820211      1.238692      3.058903     52.278368
     52      1.211268      1.816902      1.063559      2.880461     51.351369
     53      1.209091      1.813637      0.892006      2.705643     50.440963
     54      1.206952      1.810427      0.723959      2.534387     49.550976
     55      1.204845      1.807268      0.559367      2.366635     48.671732
     56      1.202772      1.804158      0.398164      2.202322     47.812374
     57      1.200737      1.801105      0.240281      2.041386     46.963120
     58      1.198735      1.798103      0.085656      1.883759     46.126690
     59      1.196766      1.795150     -0.065760      1.729390     45.306494
     60      1.194825      1.792237     -0.214016      1.578220     44.500047
     61      1.192917      1.789376     -0.359183      1.430193     43.702845
     62      1.191043      1.786564     -0.501307      1.285257     42.920239
     63      1.189200      1.783801     -0.640450      1.143351     42.150203
     64      1.187397      1.781095     -0.776674      1.004422     41.391954
     65      1.185634      1.778452     -0.910057      0.868395     40.647216
     66      1.183911      1.775866     -1.040662      0.735204     39.913983
     67      1.182220      1.773330     -1.168544      0.604786     39.193721
     68      1.180560      1.770840     -1.293758      0.477083     38.486667
     69      1.178935      1.768403     -1.416364      0.352039     37.790432
     70      1.177344      1.766016     -1.536417      0.229599     37.106053
     71      1.175785      1.763678     -1.653972      0.109705     36.432690
     72      1.174259      1.761389     -1.769086     -0.007697     35.770573
     73      1.172763      1.759144     -1.881810     -0.122666     35.119497
     74      1.171297      1.756946     -1.992194     -0.235248     34.478922
     75      1.169863      1.754795     -2.100291     -0.345495     33.848057
     76      1.168459      1.752688     -2.206154     -0.453466     33.227042
     77      1.167081      1.750622     -2.309824     -0.559203     32.617840
     78      1.165730      1.748595     -2.411349     -0.662754     32.016606
     79      1.164405      1.746608     -2.510771     -0.764163     31.425137
     80      1.163107      1.744660     -2.608135     -0.863475     30.843267
     81      1.161833      1.742749     -2.703480     -0.960731     30.271078
     82      1.160584      1.740877     -2.796848     -1.055972     29.706860
     83      1.159363      1.739044     -2.888289     -1.149244     29.150942
     84      1.158164      1.737246     -2.977835     -1.240589     28.605722
     85      1.156990      1.735485     -3.065531     -1.330046     28.067452
     86      1.155841      1.733761     -3.151417     -1.417656     27.537504
     87      1.154710      1.732065     -3.235522     -1.503457     27.014965
     88      1.153596      1.730394     -3.317875     -1.587480     26.501745
