#
# MD1: a minimal molecular dynamics program
#
# Lab2 Tarefa 3: Dens = 0.9, Temp = 0.95 Passo = 40000
#  Input sample: coordenadas.cry
#                                (only positions read from file)
# Output sample: coordenadasT0.95_40000.md1
# Number of steps:   40000, time step: 0.0025, total time:    100.0000
# Number of atoms:  1372
# Box size:   11.508990   11.508990   11.508990, Volume:       1524.444
# Density:    0.900000 (changed)
# Constant T run with T =    0.950000
#
#  Step   Temperature     Kinetic      Potential   Total Energy    Pressure
# -----  ------------  ------------  ------------  ------------  ------------
      1      0.014747      0.022120     18.326565     18.348685    135.027849
      2      1.475837      2.213755     18.151587     20.365342    135.558097
      3      1.436104      2.154156     17.258045     19.412201    131.479298
      4      1.377196      2.065795     16.482017     18.547812    127.859948
      5      1.331337      1.997006     15.802347     17.799353    124.648761
      6      1.296768      1.945153     15.193827     17.138980    121.742785
      7      1.271055      1.906583     14.637198     16.543781    119.062328
      8      1.251918      1.877878     14.118505     15.996382    116.556501
      9      1.237344      1.856016     13.628198     15.484214    114.171025
     10      1.225778      1.838668     13.160036     14.998704    111.896692
     11      1.216119      1.824179     12.710142     14.534321    109.702380
     12      1.207723      1.811585     12.275936     14.087520    107.628552
     13      1.200038      1.800057     11.855904     13.655962    105.575653
     14      1.192728      1.789092     11.449283     13.238374    103.585042
     15      1.185808      1.778712     11.055328     12.834040    101.648810
     16      1.179245      1.768867     10.673309     12.442176     99.773839
     17      1.173034      1.759550     10.302571     12.062121     97.951455
     18      1.167162      1.750744      9.942453     11.693197     96.189608
     19      1.161614      1.742422      9.592297     11.334719     94.477171
     20      1.156352      1.734528      9.251615     10.986143     92.796544
     21      1.151342      1.727013      8.919872     10.646885     91.153367
     22      1.146572      1.719857      8.596623     10.316480     89.552181
     23      1.142034      1.713052      8.281436      9.994488     87.989668
     24      1.137717      1.706575      7.973891      9.680467     86.468070
     25      1.133584      1.700376      7.673637      9.374013     84.973799
     26      1.129626      1.694439      7.380341      9.074780     83.521813
     27      1.125866      1.688799      7.093642      8.782441     82.115322
     28      1.122234      1.683351      6.813300      8.496651     80.717301
     29      1.118690      1.678035      6.539132      8.217167     79.342334
     30      1.115265      1.672898      6.270922      7.943820     77.995791
     31      1.111963      1.667944      6.008443      7.676387     76.679175
     32      1.108773      1.663159      5.751494      7.414653     75.386292
     33      1.105691      1.658537      5.499856      7.158392     74.122943
     34      1.102703      1.654055      5.253371      6.907426     72.879447
     35      1.099793      1.649689      5.011889      6.661578     71.655832
     36      1.096970      1.645455      4.775254      6.420710     70.460390
     37      1.094232      1.641348      4.543298      6.184646     69.287220
     38      1.091561      1.637342      4.315904      5.953246     68.132883
     39      1.088958      1.633437      4.092947      5.726383     67.001002
     40      1.086424      1.629637      3.874298      5.503934     65.892470
     41      1.083947      1.625921      3.659853      5.285774     64.800279
     42      1.081515      1.622272      3.449528      5.071800     63.724432
     43      1.079126      1.618689      3.243242      4.861931     62.664691
     44      1.076780      1.615171      3.040911      4.656081     61.621302
     45      1.074485      1.611727      2.842444      4.454171     60.601766
     46      1.072230      1.608346      2.647771      4.256117     59.593191
     47      1.070007      1.605010      2.456829      4.061839     58.601948
     48      1.067823      1.601734      2.269547      3.871281     57.629198
     49      1.065676      1.598514      2.085853      3.684367     56.671956
     50      1.063578      1.595367      1.905659      3.501025     55.728917
     51      1.061515      1.592272      1.728906      3.321179     54.801934
     52      1.059481      1.589221      1.555532      3.144753     53.892299
     53      1.057472      1.586208      1.385499      2.971707     52.996194
     54      1.055486      1.583229      1.218757      2.801986     52.115927
     55      1.053541      1.580311      1.055240      2.635552     51.249826
     56      1.051629      1.577444      0.894881      2.472325     50.400732
     57      1.049742      1.574613      0.737635      2.312248     49.563492
     58      1.047891      1.571837      0.583437      2.155274     48.743964
     59      1.046072      1.569108      0.432232      2.001340     47.932803
     60      1.044279      1.566418      0.283973      1.850391     47.136625
     61      1.042522      1.563783      0.138598      1.702381     46.349633
     62      1.040797      1.561196     -0.003953      1.557243     45.576270
     63      1.039098      1.558647     -0.143724      1.414923     44.813885
     64      1.037422      1.556134     -0.280759      1.275375     44.062916
     65      1.035780      1.553670     -0.415115      1.138555     43.321989
     66      1.034168      1.551252     -0.546846      1.004406     42.593482
     67      1.032583      1.548875     -0.676000      0.872875     41.876334
     68      1.031035      1.546552     -0.802635      0.743917     41.169734
     69      1.029519      1.544278     -0.926812      0.617466     40.474221
     70      1.028029      1.542044     -1.048580      0.493464     39.791041
     71      1.026571      1.539856     -1.167987      0.371869     39.116850
     72      1.025139      1.537709     -1.285081      0.252628     38.454610
     73      1.023733      1.535600     -1.399907      0.135692     37.802456
     74      1.022353      1.533529     -1.512509      0.021021     37.159810
     75      1.020997      1.531495     -1.622928     -0.091433     36.527761
     76      1.019668      1.529502     -1.731212     -0.201710     35.904583
     77      1.018364      1.527546     -1.837400     -0.309854     35.291376
     78      1.017082      1.525623     -1.941534     -0.415910     34.687448
     79      1.015825      1.523737     -2.043652     -0.519915     34.093143
     80      1.014593      1.521890     -2.143797     -0.621907     33.506714
     81      1.013383      1.520074     -2.242010     -0.721936     32.929134
     82      1.012192      1.518288     -2.338322     -0.820033     32.361368
     83      1.011024      1.516535     -2.432771     -0.916235     31.801636
     84      1.009876      1.514814     -2.525392     -1.010578     31.248895
     85      1.008749      1.513123     -2.616218     -1.103095     30.705769
     86      1.007641      1.511461     -2.705282     -1.193821     30.170327
     87      1.006552      1.509827     -2.792618     -1.282790     29.642684
     88      1.005483      1.508225     -2.878257     -1.370032     29.122280
     89      1.004436      1.506655     -2.962239     -1.455584     28.608967
     90      1.003408      1.505112     -3.044592     -1.539480     28.105687
     91      1.002400      1.503600     -3.125347     -1.621747     27.607708
