#
# MD1: a minimal molecular dynamics program
#
# Problema 2
#  Input sample: a4.cry
#                                (only positions read from file)
# Output sample: a4.md1
# Number of steps:    1000, time step: 0.0032, total time:      3.2000
# Number of atoms:   256
# Box size:    6.200000    6.200000    6.200000, Volume:        238.328
# Density:    1.074150 (unchanged)
# Free evolution run.
#
#  Step   Temperature     Kinetic      Potential   Total Energy    Pressure
# -----  ------------  ------------  ------------  ------------  ------------
      1      0.000013      0.000020     -7.446029     -7.446009      0.046814
      2      0.000118      0.000177     -7.446186     -7.446009      0.046001
      3      0.000325      0.000488     -7.446497     -7.446010      0.044392
      4      0.000630      0.000946     -7.446956     -7.446010      0.042023
      5      0.001027      0.001541     -7.447552     -7.446011      0.038943
      6      0.001507      0.002261     -7.448273     -7.446012      0.035219
      7      0.002060      0.003090     -7.449103     -7.446013      0.030930
      8      0.002674      0.004011     -7.450026     -7.446014      0.026167
      9      0.003337      0.005006     -7.451021     -7.446015      0.021030
     10      0.004035      0.006052     -7.452069     -7.446017      0.015626
     11      0.004753      0.007129     -7.453148     -7.446018      0.010067
     12      0.005477      0.008216     -7.454235     -7.446020      0.004467
     13      0.006193      0.009289     -7.455310     -7.446021     -0.001062
     14      0.006886      0.010329     -7.456351     -7.446022     -0.006409
     15      0.007543      0.011315     -7.457338     -7.446023     -0.011470
     16      0.008152      0.012228     -7.458252     -7.446024     -0.016148
     17      0.008702      0.013052     -7.459078     -7.446025     -0.020356
     18      0.009182      0.013773     -7.459799     -7.446026     -0.024019
     19      0.009585      0.014378     -7.460404     -7.446027     -0.027074
     20      0.009905      0.014857     -7.460884     -7.446027     -0.029473
     21      0.010137      0.015205     -7.461232     -7.446027     -0.031184
     22      0.010279      0.015418     -7.461445     -7.446027     -0.032187
     23      0.010330      0.015495     -7.461522     -7.446027     -0.032480
     24      0.010292      0.015438     -7.461464     -7.446027     -0.032078
     25      0.010168      0.015252     -7.461278     -7.446026     -0.031007
     26      0.009964      0.014946     -7.460971     -7.446026     -0.029310
     27      0.009686      0.014528     -7.460553     -7.446025     -0.027040
     28      0.009342      0.014013     -7.460037     -7.446024     -0.024264
     29      0.008942      0.013413     -7.459436     -7.446023     -0.021057
     30      0.008496      0.012744     -7.458766     -7.446022     -0.017501
     31      0.008016      0.012024     -7.458045     -7.446021     -0.013685
     32      0.007513      0.011269     -7.457289     -7.446020     -0.009702
     33      0.006998      0.010497     -7.456516     -7.446019     -0.005645
     34      0.006484      0.009726     -7.455744     -7.446018     -0.001606
     35      0.005982      0.008973     -7.454990     -7.446017      0.002326
     36      0.005502      0.008254     -7.454269     -7.446016      0.006066
     37      0.005055      0.007583     -7.453598     -7.446015      0.009537
