   0.00000000      -3.93189001    
   5.00000119E-02  -4.06540012    
   9.99999940E-02  -4.38107014    
  0.150000006      -4.75597000    
  0.199999988      -5.12465000    
  0.250000000      -5.45577002    
  0.300000012      -5.73624992    
  0.350000024      -5.95987988    
  0.400000036      -6.12121010    
  0.450000048      -6.21872997    
  0.500000060      -6.25102997    
  0.558972776      -6.22112989    
  0.617804050      -6.13057995    
  0.676776767      -5.97954988    
  0.735749483      -5.76979017    
  0.794580758      -5.50145006    
  0.853553474      -5.17573977    
  0.912526190      -4.79418993    
  0.971357465      -4.35812998    
   1.03033018      -3.87085009    
   1.08930290      -3.33560991    
   1.14813411      -2.75539994    
   1.20710683      -2.13450003    
   1.27912188      -2.14734006    
   1.35113692      -2.19371009    
   1.42323363      -2.29642010    
   1.49524868      -2.48239994    
   1.56734538      -2.76707006    
   1.63936043      -3.13786006    
   1.71145713      -3.56094003    
   1.78347218      -4.00160980    
   1.85548711      -4.43180990    
   1.92750204      -4.83389997    
   1.99959874      -5.19620991    
   2.07161379      -5.51141977    
   2.14371037      -5.77452993    
   2.21572542      -5.98184013    
   2.28782201      -6.13113022    
   2.35983706      -6.22118998    
   2.43185210      -6.25102997    
  
   0.00000000      -1.29448998    
   5.00000119E-02  -1.09875000    
   9.99999940E-02 -0.600600004    
  0.150000006       7.80399963E-02
  0.199999988      0.866110027    
  0.250000000       1.72871006    
  0.300000012       2.64231992    
  0.350000024       3.57991004    
  0.400000036       4.50144005    
  0.450000048       5.29936981    
  0.500000060       5.66911983    
  0.558972776       5.45743990    
  0.617804050       4.94602013    
  0.676776767       4.29859018    
  0.735749483       3.59334993    
  0.794580758       2.86429000    
  0.853553474       2.12494993    
  0.912526190       1.38356996    
  0.971357465      0.646080017    
   1.03033018      -8.09499994E-02
   1.08930290     -0.791130006    
   1.14813411      -1.47795999    
   1.20710683      -2.13450003    
   1.27912188      -2.10197997    
   1.35113692      -2.00442004    
   1.42323363      -1.84173000    
   1.49524868      -1.61532998    
   1.56734538      -1.32479000    
   1.63936043     -0.971109986    
   1.71145713     -0.555079997    
   1.78347218      -7.81800002E-02
   1.85548711      0.459910005    
   1.92750204       1.05508006    
   1.99959874       1.70509005    
   2.07161379       2.40648007    
   2.14371037       3.15018010    
   2.21572542       3.92315006    
   2.28782201       4.69165993    
   2.35983706       5.36086988    
   2.43185210       5.66911983    
  
   0.00000000       4.46631002    
   5.00000119E-02   4.48526001    
   9.99999940E-02   4.53871012    
  0.150000006       4.62791014    
  0.199999988       4.75090981    
  0.250000000       4.90581989    
  0.300000012       5.08649015    
  0.350000024       5.28045988    
  0.400000036       5.46786022    
  0.450000048       5.61229992    
  0.500000060       5.66911983    
  0.558972776       5.54207993    
  0.617804050       5.23637009    
  0.676776767       4.86035013    
  0.735749483       4.47422981    
  0.794580758       4.10900021    
  0.853553474       3.77890992    
  0.912526190       3.49198008    
  0.971357465       3.25401998    
   1.03033018       3.06695008    
   1.08930290       2.93101001    
   1.14813411       2.84844995    
   1.20710683       2.82100010    
   1.27912188       2.62699008    
   1.35113692       2.19885993    
   1.42323363       1.75604999    
   1.49524868       1.42484999    
   1.56734538       1.26455998    
   1.63936043       1.28040004    
   1.71145713       1.44648004    
   1.78347218       1.73251998    
   1.85548711       2.11163998    
   1.92750204       2.56369996    
   1.99959874       3.07068992    
   2.07161379       3.61435008    
   2.14371037       4.17261982    
   2.21572542       4.71360016    
   2.28782201       5.19236994    
   2.35983706       5.53831005    
   2.43185210       5.66911983    
  
   0.00000000       4.46631002    
   5.00000119E-02   4.48526001    
   9.99999940E-02   4.53871012    
  0.150000006       4.62791014    
