  0.199999988       4.75090981    
  0.250000000       4.90581989    
  0.300000012       5.08649015    
  0.350000024       5.28045988    
  0.400000036       5.46786022    
  0.450000048       5.61229992    
  0.500000060       5.66911983    
  0.558972776       5.54207993    
  0.617804050       5.23637009    
  0.676776767       4.86035013    
  0.735749483       4.47422981    
  0.794580758       4.10900021    
  0.853553474       3.77890992    
  0.912526190       3.49198008    
  0.971357465       3.25401998    
   1.03033018       3.06695008    
   1.08930290       2.93101001    
   1.14813411       2.84844995    
   1.20710683       2.82100010    
   1.27912188       2.84525990    
   1.35113692       2.91774011    
   1.42323363       3.03594995    
   1.49524868       3.19895005    
   1.56734538       3.40310001    
   1.63936043       3.64208007    
   1.71145713       3.90904999    
   1.78347218       4.19301987    
   1.85548711       4.48397017    
   1.92750204       4.76583004    
   1.99959874       5.02264023    
   2.07161379       5.24053001    
   2.14371037       5.41038990    
   2.21572542       5.53244019    
   2.28782201       5.61180019    
   2.35983706       5.65502024    
   2.43185210       5.66911983    
  
   0.00000000       7.04434013    
   5.00000119E-02   7.06647015    
   9.99999940E-02   7.12683010    
  0.150000006       7.22840023    
  0.199999988       7.36437988    
  0.250000000       7.53612995    
  0.300000012       7.73277998    
  0.350000024       7.93708992    
  0.400000036       8.11964989    
  0.450000048       8.22136021    
  0.500000060       8.18869019    
  0.558972776       8.10873985    
  0.617804050       7.90099001    
  0.676776767       7.61649990    
  0.735749483       7.30066013    
  0.794580758       6.99611998    
  0.853553474       6.72213984    
  0.912526190       6.49357986    
  0.971357465       6.31773996    
   1.03033018       6.20716000    
   1.08930290       6.16629982    
   1.14813411       6.19788980    
   1.20710683       6.30759001    
   1.27912188       6.33549023    
   1.35113692       6.41876984    
   1.42323363       6.55473995    
   1.49524868       6.74302006    
   1.56734538       6.98080015    
   1.63936043       7.25624990    
   1.71145713       7.56066990    
   1.78347218       7.87498999    
   1.85548711       8.17350960    
   1.92750204       8.41370010    
   1.99959874       8.55673027    
   2.07161379       8.59346962    
   2.14371037       8.55373955    
   2.21572542       8.46343994    
   2.28782201       8.31077003    
   2.35983706       8.21846008    
   2.43185210       8.18869019    
  
   0.00000000       8.98515034    
   5.00000119E-02   9.00821018    
   9.99999940E-02   9.06019974    
  0.150000006       9.12526989    
  0.199999988       9.16798019    
  0.250000000       9.13216019    
  0.300000012       8.98449039    
  0.350000024       8.74291039    
  0.400000036       8.47535992    
  0.450000048       8.26768017    
  0.500000060       8.18869019    
  0.558972776       8.34969044    
  0.617804050       8.76309013    
  0.676776767       9.32120991    
  0.735749483       9.77686024    
  0.794580758       9.32374954    
  0.853553474       8.71858978    
  0.912526190       8.12623978    
  0.971357465       7.59072018    
   1.03033018       7.14055014    
   1.08930290       6.77698994    
   1.14813411       6.49941015    
   1.20710683       6.30759001    
   1.27912188       6.60148001    
   1.35113692       7.33703995    
   1.42323363       8.31655025    
   1.49524868       9.43124008    
   1.56734538       10.6275997    
   1.63936043       11.7574797    
   1.71145713       11.2236795    
   1.78347218       10.6576204    
   1.85548711       10.1449003    
   1.92750204       9.68945980    
   1.99959874       9.29265976    
   2.07161379       8.95559025    
   2.14371037       8.67901993    
   2.21572542       8.47922039    
   2.28782201       8.39626026    
   2.35983706       8.24495029    
   2.43185210       8.18869019    
  
   0.00000000       8.98515034    
   5.00000119E-02   9.00821018    
   9.99999940E-02   9.06019974    
  0.150000006       9.12526989    
  0.199999988       9.16798019    
  0.250000000       9.13216019    
  0.300000012       8.98449039    
  0.350000024       8.74291039    
  0.400000036       8.47535992    
  0.450000048       8.26768017    
  0.500000060       8.18869019    
  0.558972776       8.34969044    
  0.617804050       8.76309013    
  0.676776767       9.32120991    
  0.735749483       9.95394993    
  0.794580758       10.6364899    
  0.853553474       11.3493099    
  0.912526190       12.0833797    
  0.971357465       12.8323402    
   1.03033018       13.5957899    
   1.08930290       14.3639803    
   1.14813411       15.0817404    
   1.20710683       15.4990797    
   1.27912188       15.2323704    
   1.35113692       14.6329699    
   1.42323363       13.9277201    
   1.49524868       13.2045898    
   1.56734538       12.5090904    
   1.63936043       11.8448000    
   1.71145713       11.5524902    
   1.78347218       10.9835796    
   1.85548711       10.4556704    
   1.92750204       9.98011017    
   1.99959874       9.55967045    
   2.07161379       9.19266033    
   2.14371037       8.87693977    
   2.21572542       8.61007023    
   2.28782201       8.39739037    
   2.35983706       8.29461002    
   2.43185210       8.18869019    
  
   0.00000000       13.1675396    
   5.00000119E-02   13.1991501    
   9.99999940E-02   13.2751904    
  0.150000006       13.3181400    
  0.199999988       13.0230799    
  0.250000000       12.2656097    
  0.300000012       11.4076900    
  0.350000024       10.5204697    
  0.400000036       9.65087986    
  0.450000048       8.92508984    
  0.500000060       8.65373993    
  0.558972776       8.85727978    
  0.617804050       9.32077026    
  0.676776767       9.75673962    
  0.735749483       9.95394993    
  0.794580758       10.6364899    
  0.853553474       11.3493099    
  0.912526190       12.0833797    
  0.971357465       12.8323402    
   1.03033018       13.5957899    
   1.08930290       14.3639803    
   1.14813411       15.0817404    
   1.20710683       15.4990902    
   1.27912188       15.3209400    
   1.35113692       14.8903303    
   1.42323363       14.3446798    
   1.49524868       13.7637596    
   1.56734538       13.0275202    
   1.63936043       12.4672699    
   1.71145713       12.1819801    
   1.78347218       11.7681103    
   1.85548711       11.4470997    
   1.92750204       11.2441702    
   1.99959874       11.1636496    
   2.07161379       11.1264696    
   2.14371037       10.9143600    
   2.21572542       10.3417797    
   2.28782201       9.56902027    
   2.35983706       8.89641953    
   2.43185210       8.65373993    
  
